,miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez Gene ID),Species (Target Gene),Experiments,Support Type,References (PMID)
213641,MIRT509364,hsa-miR-424-5p,Homo sapiens,DMPK,1760,Homo sapiens,HITS-CLIP,Functional MTI (Weak),27418678
213642,MIRT509364,hsa-miR-424-5p,Homo sapiens,DMPK,1760,Homo sapiens,HITS-CLIP,Functional MTI (Weak),28735896
213643,MIRT509365,hsa-miR-195-5p,Homo sapiens,DMPK,1760,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
213644,MIRT509365,hsa-miR-195-5p,Homo sapiens,DMPK,1760,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
213645,MIRT509365,hsa-miR-195-5p,Homo sapiens,DMPK,1760,Homo sapiens,HITS-CLIP,Functional MTI (Weak),24906430
213646,MIRT509365,hsa-miR-195-5p,Homo sapiens,DMPK,1760,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
213647,MIRT509365,hsa-miR-195-5p,Homo sapiens,DMPK,1760,Homo sapiens,HITS-CLIP,Functional MTI (Weak),22927820
213648,MIRT509365,hsa-miR-195-5p,Homo sapiens,DMPK,1760,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
213649,MIRT509365,hsa-miR-195-5p,Homo sapiens,DMPK,1760,Homo sapiens,HITS-CLIP,Functional MTI (Weak),27418678
213650,MIRT509365,hsa-miR-195-5p,Homo sapiens,DMPK,1760,Homo sapiens,HITS-CLIP,Functional MTI (Weak),28735896
213651,MIRT509366,hsa-miR-16-5p,Homo sapiens,DMPK,1760,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
213652,MIRT509366,hsa-miR-16-5p,Homo sapiens,DMPK,1760,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
213653,MIRT509366,hsa-miR-16-5p,Homo sapiens,DMPK,1760,Homo sapiens,HITS-CLIP,Functional MTI (Weak),24906430
213654,MIRT509366,hsa-miR-16-5p,Homo sapiens,DMPK,1760,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
213655,MIRT509366,hsa-miR-16-5p,Homo sapiens,DMPK,1760,Homo sapiens,HITS-CLIP,Functional MTI (Weak),22927820
213656,MIRT509366,hsa-miR-16-5p,Homo sapiens,DMPK,1760,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
213657,MIRT509366,hsa-miR-16-5p,Homo sapiens,DMPK,1760,Homo sapiens,HITS-CLIP,Functional MTI (Weak),27418678
213658,MIRT509366,hsa-miR-16-5p,Homo sapiens,DMPK,1760,Homo sapiens,HITS-CLIP,Functional MTI (Weak),28735896
213659,MIRT509367,hsa-miR-15b-5p,Homo sapiens,DMPK,1760,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
213660,MIRT509367,hsa-miR-15b-5p,Homo sapiens,DMPK,1760,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
213661,MIRT509367,hsa-miR-15b-5p,Homo sapiens,DMPK,1760,Homo sapiens,HITS-CLIP,Functional MTI (Weak),24906430
213662,MIRT509367,hsa-miR-15b-5p,Homo sapiens,DMPK,1760,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
213663,MIRT509367,hsa-miR-15b-5p,Homo sapiens,DMPK,1760,Homo sapiens,HITS-CLIP,Functional MTI (Weak),22927820
213664,MIRT509367,hsa-miR-15b-5p,Homo sapiens,DMPK,1760,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
213665,MIRT509367,hsa-miR-15b-5p,Homo sapiens,DMPK,1760,Homo sapiens,HITS-CLIP,Functional MTI (Weak),27418678
213666,MIRT509367,hsa-miR-15b-5p,Homo sapiens,DMPK,1760,Homo sapiens,HITS-CLIP,Functional MTI (Weak),28735896
213667,MIRT509368,hsa-miR-15a-5p,Homo sapiens,DMPK,1760,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
213668,MIRT509368,hsa-miR-15a-5p,Homo sapiens,DMPK,1760,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
213669,MIRT509368,hsa-miR-15a-5p,Homo sapiens,DMPK,1760,Homo sapiens,HITS-CLIP,Functional MTI (Weak),24906430
213670,MIRT509368,hsa-miR-15a-5p,Homo sapiens,DMPK,1760,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
213671,MIRT509368,hsa-miR-15a-5p,Homo sapiens,DMPK,1760,Homo sapiens,HITS-CLIP,Functional MTI (Weak),22927820
213672,MIRT509368,hsa-miR-15a-5p,Homo sapiens,DMPK,1760,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
213673,MIRT509368,hsa-miR-15a-5p,Homo sapiens,DMPK,1760,Homo sapiens,HITS-CLIP,Functional MTI (Weak),27418678
213674,MIRT509368,hsa-miR-15a-5p,Homo sapiens,DMPK,1760,Homo sapiens,HITS-CLIP,Functional MTI (Weak),28735896
213950,MIRT509463,hsa-miR-574-5p,Homo sapiens,TRIM2,23321,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
213951,MIRT509463,hsa-miR-574-5p,Homo sapiens,TRIM2,23321,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
213952,MIRT509464,hsa-miR-1277-5p,Homo sapiens,TRIM2,23321,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
213953,MIRT509464,hsa-miR-1277-5p,Homo sapiens,TRIM2,23321,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
213954,MIRT509465,hsa-miR-190a-3p,Homo sapiens,TRIM2,23321,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
213955,MIRT509465,hsa-miR-190a-3p,Homo sapiens,TRIM2,23321,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
213956,MIRT509466,hsa-miR-6867-5p,Homo sapiens,TRIM2,23321,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
213957,MIRT509466,hsa-miR-6867-5p,Homo sapiens,TRIM2,23321,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
213958,MIRT509467,hsa-miR-223-5p,Homo sapiens,TRIM2,23321,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
213959,MIRT509467,hsa-miR-223-5p,Homo sapiens,TRIM2,23321,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
213960,MIRT509468,hsa-miR-5690,Homo sapiens,TRIM2,23321,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
213961,MIRT509468,hsa-miR-5690,Homo sapiens,TRIM2,23321,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
213962,MIRT509469,hsa-miR-511-3p,Homo sapiens,TRIM2,23321,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
213963,MIRT509469,hsa-miR-511-3p,Homo sapiens,TRIM2,23321,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
213964,MIRT509470,hsa-miR-5011-5p,Homo sapiens,TRIM2,23321,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
213965,MIRT509470,hsa-miR-5011-5p,Homo sapiens,TRIM2,23321,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
215146,MIRT509973,hsa-miR-6807-5p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
215147,MIRT509973,hsa-miR-6807-5p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
215148,MIRT509974,hsa-miR-7151-3p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
215149,MIRT509974,hsa-miR-7151-3p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
215150,MIRT509975,hsa-miR-6075,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
215151,MIRT509975,hsa-miR-6075,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
215152,MIRT509976,hsa-miR-5095,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
215153,MIRT509976,hsa-miR-5095,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
215154,MIRT509977,hsa-miR-1292-3p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
215155,MIRT509977,hsa-miR-1292-3p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
215156,MIRT509978,hsa-miR-4433a-3p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
215157,MIRT509978,hsa-miR-4433a-3p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
215158,MIRT509979,hsa-miR-6504-3p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
215159,MIRT509980,hsa-miR-4433b-3p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
215160,MIRT509980,hsa-miR-4433b-3p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
215161,MIRT509981,hsa-miR-4700-3p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
215162,MIRT509981,hsa-miR-4700-3p,Homo sapiens,KCNMB1,3779,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
215289,MIRT510037,hsa-miR-6878-5p,Homo sapiens,AKR1B10,57016,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
215290,MIRT510037,hsa-miR-6878-5p,Homo sapiens,AKR1B10,57016,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
215291,MIRT510038,hsa-miR-922,Homo sapiens,AKR1B10,57016,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
215292,MIRT510038,hsa-miR-922,Homo sapiens,AKR1B10,57016,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
215293,MIRT510039,hsa-miR-3919,Homo sapiens,AKR1B10,57016,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
215294,MIRT510039,hsa-miR-3919,Homo sapiens,AKR1B10,57016,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
215295,MIRT510040,hsa-miR-6838-5p,Homo sapiens,AKR1B10,57016,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
215296,MIRT510040,hsa-miR-6838-5p,Homo sapiens,AKR1B10,57016,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
215297,MIRT510041,hsa-miR-6760-5p,Homo sapiens,AKR1B10,57016,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
215298,MIRT510041,hsa-miR-6760-5p,Homo sapiens,AKR1B10,57016,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
215299,MIRT510042,hsa-miR-497-5p,Homo sapiens,AKR1B10,57016,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
215300,MIRT510042,hsa-miR-497-5p,Homo sapiens,AKR1B10,57016,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
215301,MIRT510043,hsa-miR-424-5p,Homo sapiens,AKR1B10,57016,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
215302,MIRT510043,hsa-miR-424-5p,Homo sapiens,AKR1B10,57016,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
215303,MIRT510044,hsa-miR-195-5p,Homo sapiens,AKR1B10,57016,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
215304,MIRT510044,hsa-miR-195-5p,Homo sapiens,AKR1B10,57016,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
215305,MIRT510045,hsa-miR-16-5p,Homo sapiens,AKR1B10,57016,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
215306,MIRT510045,hsa-miR-16-5p,Homo sapiens,AKR1B10,57016,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
215307,MIRT510046,hsa-miR-15b-5p,Homo sapiens,AKR1B10,57016,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
215308,MIRT510046,hsa-miR-15b-5p,Homo sapiens,AKR1B10,57016,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
215309,MIRT510047,hsa-miR-15a-5p,Homo sapiens,AKR1B10,57016,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
215310,MIRT510047,hsa-miR-15a-5p,Homo sapiens,AKR1B10,57016,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
215311,MIRT510048,hsa-miR-3123,Homo sapiens,AKR1B10,57016,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
215312,MIRT510048,hsa-miR-3123,Homo sapiens,AKR1B10,57016,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
217865,MIRT510986,hsa-miR-552-5p,Homo sapiens,PER1,5187,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
217866,MIRT510986,hsa-miR-552-5p,Homo sapiens,PER1,5187,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
217867,MIRT510986,hsa-miR-552-5p,Homo sapiens,PER1,5187,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
217868,MIRT510987,hsa-miR-3195,Homo sapiens,PER1,5187,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
217869,MIRT510987,hsa-miR-3195,Homo sapiens,PER1,5187,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
217870,MIRT510987,hsa-miR-3195,Homo sapiens,PER1,5187,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
217871,MIRT510988,hsa-miR-302d-5p,Homo sapiens,PER1,5187,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
217872,MIRT510988,hsa-miR-302d-5p,Homo sapiens,PER1,5187,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
217873,MIRT510988,hsa-miR-302d-5p,Homo sapiens,PER1,5187,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
217874,MIRT510989,hsa-miR-302b-5p,Homo sapiens,PER1,5187,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
217875,MIRT510989,hsa-miR-302b-5p,Homo sapiens,PER1,5187,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
217876,MIRT510989,hsa-miR-302b-5p,Homo sapiens,PER1,5187,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
217877,MIRT510990,hsa-miR-4305,Homo sapiens,PER1,5187,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
217878,MIRT510990,hsa-miR-4305,Homo sapiens,PER1,5187,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
217879,MIRT510990,hsa-miR-4305,Homo sapiens,PER1,5187,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
217880,MIRT510991,hsa-miR-4524b-3p,Homo sapiens,PER1,5187,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
217881,MIRT510991,hsa-miR-4524b-3p,Homo sapiens,PER1,5187,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
217882,MIRT510991,hsa-miR-4524b-3p,Homo sapiens,PER1,5187,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
217935,MIRT511012,hsa-miR-4496,Homo sapiens,NUP50,10762,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
217936,MIRT511012,hsa-miR-4496,Homo sapiens,NUP50,10762,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
217937,MIRT511012,hsa-miR-4496,Homo sapiens,NUP50,10762,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
218389,MIRT511233,hsa-miR-6807-5p,Homo sapiens,KPNA1,3836,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
218390,MIRT511234,hsa-miR-7151-3p,Homo sapiens,KPNA1,3836,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
218391,MIRT511235,hsa-miR-5095,Homo sapiens,KPNA1,3836,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
218392,MIRT511236,hsa-miR-6850-3p,Homo sapiens,KPNA1,3836,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
218393,MIRT511237,hsa-miR-4438,Homo sapiens,KPNA1,3836,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
218394,MIRT511238,hsa-miR-6771-3p,Homo sapiens,KPNA1,3836,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
218657,MIRT511363,hsa-miR-1277-5p,Homo sapiens,IL6ST,3572,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
218658,MIRT511363,hsa-miR-1277-5p,Homo sapiens,IL6ST,3572,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
218659,MIRT511364,hsa-miR-6867-5p,Homo sapiens,IL6ST,3572,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
218660,MIRT511364,hsa-miR-6867-5p,Homo sapiens,IL6ST,3572,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
218661,MIRT511365,hsa-miR-223-5p,Homo sapiens,IL6ST,3572,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
218662,MIRT511365,hsa-miR-223-5p,Homo sapiens,IL6ST,3572,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
218663,MIRT511366,hsa-miR-190b,Homo sapiens,IL6ST,3572,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
218664,MIRT511366,hsa-miR-190b,Homo sapiens,IL6ST,3572,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
218665,MIRT511367,hsa-miR-190a-5p,Homo sapiens,IL6ST,3572,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
218666,MIRT511367,hsa-miR-190a-5p,Homo sapiens,IL6ST,3572,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
218667,MIRT511368,hsa-miR-511-3p,Homo sapiens,IL6ST,3572,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
218668,MIRT511368,hsa-miR-511-3p,Homo sapiens,IL6ST,3572,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
219384,MIRT511666,hsa-miR-190a-3p,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
219385,MIRT511666,hsa-miR-190a-3p,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
219386,MIRT511666,hsa-miR-190a-3p,Homo sapiens,HIST1H3B,8358,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
219387,MIRT511666,hsa-miR-190a-3p,Homo sapiens,HIST1H3B,8358,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
219388,MIRT511667,hsa-miR-374b-5p,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
219389,MIRT511667,hsa-miR-374b-5p,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
219390,MIRT511667,hsa-miR-374b-5p,Homo sapiens,HIST1H3B,8358,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
219391,MIRT511667,hsa-miR-374b-5p,Homo sapiens,HIST1H3B,8358,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
219392,MIRT511668,hsa-miR-374a-5p,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
219393,MIRT511668,hsa-miR-374a-5p,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
219394,MIRT511668,hsa-miR-374a-5p,Homo sapiens,HIST1H3B,8358,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
219395,MIRT511668,hsa-miR-374a-5p,Homo sapiens,HIST1H3B,8358,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
219396,MIRT511669,hsa-miR-4712-3p,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
219397,MIRT511669,hsa-miR-4712-3p,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
219398,MIRT511669,hsa-miR-4712-3p,Homo sapiens,HIST1H3B,8358,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
219399,MIRT511669,hsa-miR-4712-3p,Homo sapiens,HIST1H3B,8358,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
219400,MIRT511670,hsa-miR-5011-5p,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
219401,MIRT511670,hsa-miR-5011-5p,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
219402,MIRT511670,hsa-miR-5011-5p,Homo sapiens,HIST1H3B,8358,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
219403,MIRT511670,hsa-miR-5011-5p,Homo sapiens,HIST1H3B,8358,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
219404,MIRT511671,hsa-miR-410-3p,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
219405,MIRT511671,hsa-miR-410-3p,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
219406,MIRT511671,hsa-miR-410-3p,Homo sapiens,HIST1H3B,8358,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
219407,MIRT511671,hsa-miR-410-3p,Homo sapiens,HIST1H3B,8358,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
219408,MIRT511672,hsa-miR-5692c,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
219409,MIRT511672,hsa-miR-5692c,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
219410,MIRT511672,hsa-miR-5692c,Homo sapiens,HIST1H3B,8358,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
219411,MIRT511672,hsa-miR-5692c,Homo sapiens,HIST1H3B,8358,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
219412,MIRT511673,hsa-miR-5692b,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
219413,MIRT511673,hsa-miR-5692b,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
219414,MIRT511673,hsa-miR-5692b,Homo sapiens,HIST1H3B,8358,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
219415,MIRT511673,hsa-miR-5692b,Homo sapiens,HIST1H3B,8358,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
219416,MIRT511674,hsa-miR-369-3p,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
219417,MIRT511674,hsa-miR-369-3p,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
219418,MIRT511674,hsa-miR-369-3p,Homo sapiens,HIST1H3B,8358,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
219419,MIRT511674,hsa-miR-369-3p,Homo sapiens,HIST1H3B,8358,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
219420,MIRT511675,hsa-miR-1277-5p,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
219421,MIRT511675,hsa-miR-1277-5p,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
219422,MIRT511675,hsa-miR-1277-5p,Homo sapiens,HIST1H3B,8358,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
219423,MIRT511675,hsa-miR-1277-5p,Homo sapiens,HIST1H3B,8358,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
219424,MIRT511676,hsa-miR-6748-5p,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
219425,MIRT511676,hsa-miR-6748-5p,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
219426,MIRT511677,hsa-miR-4483,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
219427,MIRT511677,hsa-miR-4483,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
219428,MIRT511678,hsa-miR-1293,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
219429,MIRT511678,hsa-miR-1293,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
219430,MIRT511679,hsa-miR-6766-5p,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
219431,MIRT511679,hsa-miR-6766-5p,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
219432,MIRT511680,hsa-miR-6756-5p,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
219433,MIRT511680,hsa-miR-6756-5p,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
219434,MIRT511681,hsa-miR-6745,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
219435,MIRT511681,hsa-miR-6745,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
219436,MIRT511682,hsa-miR-363-5p,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
219437,MIRT511682,hsa-miR-363-5p,Homo sapiens,HIST1H3B,8358,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
219438,MIRT511683,hsa-miR-5693,Homo sapiens,HIST1H2BO,8348,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
219439,MIRT511683,hsa-miR-5693,Homo sapiens,HIST1H2BO,8348,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
219440,MIRT511684,hsa-miR-5004-3p,Homo sapiens,HIST1H2BO,8348,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
219441,MIRT511684,hsa-miR-5004-3p,Homo sapiens,HIST1H2BO,8348,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
219442,MIRT511685,hsa-miR-8057,Homo sapiens,HIST1H2BO,8348,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
219443,MIRT511685,hsa-miR-8057,Homo sapiens,HIST1H2BO,8348,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
219444,MIRT511686,hsa-miR-4758-5p,Homo sapiens,HIST1H2BO,8348,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
219445,MIRT511686,hsa-miR-4758-5p,Homo sapiens,HIST1H2BO,8348,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
